name	format	file	total	cjk	pua	extra	CJK Basic	CJK Ext-A	CJK Ext-B	CJK Ext-C	CJK Ext-D	CJK Ext-E	CJK Ext-F	CJK Ext-G	CJK Ext-H	CJK Ext-I	CJK Comp	PUA-BMP	PUA-SMP1	PUA-SMP2
方正胖头鱼_GBK	ttf	方正/更多其他/方正胖头鱼_GBK.ttf	8121	7108	33	980	7106	0	0	0	0	0	0	0	0	0	2	33	0	0
方正胖娃_GBK	ttf	方正/更多其他/方正胖娃_GBK.ttf	10649	9636	33	980	9633	0	0	0	0	0	0	0	0	0	3	33	0	0
方正跃进体_GBK	ttf	方正/更多其他/方正跃进体_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正黄草_GBK	ttf	方正/更多其他/方正黄草_GBK.ttf	10336	9323	33	980	9321	0	0	0	0	0	0	0	0	0	2	33	0	0
方正中倩_GBK	ttf	方正/更多宋体/方正中倩_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正中粗雅宋_GBK	ttf	方正/更多宋体/方正中粗雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正中雅宋_GBK	ttf	方正/更多宋体/方正中雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正准雅宋_GBK	ttf	方正/更多宋体/方正准雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正博雅刊宋_GBK	ttf	方正/更多宋体/方正博雅刊宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正博雅宋_GBK	ttf	方正/更多宋体/方正博雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正博雅方刊宋_GBK	ttf	方正/更多宋体/方正博雅方刊宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正大雅宋_GBK	ttf	方正/更多宋体/方正大雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正宋一_GBK	ttf	方正/更多宋体/方正宋一_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正宋三_GBK	ttf	方正/更多宋体/方正宋三_GBK.ttf	8228	7214	33	981	7212	0	0	0	0	0	0	0	0	0	2	33	0	0
方正宋刻本秀楷_GBK	ttf	方正/更多宋体/方正宋刻本秀楷_GBK.ttf	10349	9336	33	980	9336	0	0	0	0	0	0	0	0	0	0	33	0	0
方正宋黑_GBK	ttf	方正/更多宋体/方正宋黑_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正屏显雅宋_GBK	ttf	方正/更多宋体/方正屏显雅宋_GBK.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正报宋_GBK	ttf	方正/更多宋体/方正报宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正标雅宋_GBK	ttf	方正/更多宋体/方正标雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正特雅宋_GBK	ttf	方正/更多宋体/方正特雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正粗倩_GBK	ttf	方正/更多宋体/方正粗倩_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正粗宋_GBK	ttf	方正/更多宋体/方正粗宋_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正粗雅宋_GBK	ttf	方正/更多宋体/方正粗雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正粗雅宋扁_GBK	ttf	方正/更多宋体/方正粗雅宋扁_GBK.ttf	22134	20923	106	1105	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正粗雅宋长_GBK	ttf	方正/更多宋体/方正粗雅宋长_GBK.ttf	22134	20923	106	1105	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正纤雅宋_GBK	ttf	方正/更多宋体/方正纤雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正细倩_GBK	ttf	方正/更多宋体/方正细倩_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正细雅宋_GBK	ttf	方正/更多宋体/方正细雅宋_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正姚体	ttf	方正/更多补充/方正姚体 FZYTK.ttf	10929	9819	22	1088	9819	0	0	0	0	0	0	0	0	0	0	22	0	0
方正姚体_GBK	ttf	方正/更多补充/方正姚体_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正新楷体_GBK	ttf	方正/更多补充/方正新楷体_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正新舒体_GBK	ttf	方正/更多补充/方正新舒体_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正舒体_GBK	ttf	方正/更多补充/方正舒体_GBK.ttf	10893	9880	33	980	9877	0	0	0	0	0	0	0	0	0	3	33	0	0
方正行楷_GBK	ttf	方正/更多补充/方正行楷_GBK.ttf	11208	10195	33	980	10192	0	0	0	0	0	0	0	0	0	3	33	0	0
方正魏碑_GBK	ttf	方正/更多补充/方正魏碑_GBK.ttf	22010	20923	106	981	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正中等线_GBK	ttf	方正/更多黑体/方正中等线_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正大黑_GBK	ttf	方正/更多黑体/方正大黑_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正正中黑_GBK	ttf	方正/更多黑体/方正正中黑_GBK.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正正准黑_GBK	ttf	方正/更多黑体/方正正准黑_GBK.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正正大黑_GBK	ttf	方正/更多黑体/方正正大黑_GBK.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正正粗黑_GBK	ttf	方正/更多黑体/方正正粗黑_GBK.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正正纤黑_GBK	ttf	方正/更多黑体/方正正纤黑_GBK.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正正黑_GBK	ttf	方正/更多黑体/方正正黑_GBK.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正毡笔黑_GBK	ttf	方正/更多黑体/方正毡笔黑_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正水黑_GBK	ttf	方正/更多黑体/方正水黑_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正粗等线_GBK	ttf	方正/更多黑体/方正粗等线_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正细等线_GBK	ttf	方正/更多黑体/方正细等线_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正细黑一_GBK	ttf	方正/更多黑体/方正细黑一_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正美黑_GBK	ttf	方正/更多黑体/方正美黑_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正艺黑_GBK	ttf	方正/更多黑体/方正艺黑_GBK.ttf	10652	9639	33	980	9636	0	0	0	0	0	0	0	0	0	3	33	0	0
方正超粗黑_GBK	ttf	方正/更多黑体/方正超粗黑_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正锐正黑_GBK Bold	ttf	方正/更多黑体/方正锐正黑_GBK Bold.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正锐正黑_GBK DemiBold	ttf	方正/更多黑体/方正锐正黑_GBK DemiBold.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正锐正黑_GBK ExtraBold	ttf	方正/更多黑体/方正锐正黑_GBK ExtraBold.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正锐正黑_GBK ExtraLight	ttf	方正/更多黑体/方正锐正黑_GBK ExtraLight.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正锐正黑_GBK Medium	ttf	方正/更多黑体/方正锐正黑_GBK Medium.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正锐正黑_GBK	ttf	方正/更多黑体/方正锐正黑_GBK.ttf	22002	20923	106	973	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正韵动中黑_GBK	ttf	方正/更多黑体/方正韵动中黑_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正韵动特黑_GBK	ttf	方正/更多黑体/方正韵动特黑_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正韵动粗黑_GBK	ttf	方正/更多黑体/方正韵动粗黑_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
等线	ttf	方正/等线/Deng.ttf	29460	27801	17	1642	20992	6592	36	44	8	108	0	0	0	0	21	17	0	0
等线 Bold	ttf	方正/等线/Dengb.ttf	29460	27801	17	1642	20992	6592	36	44	8	108	0	0	0	0	21	17	0	0
等线 Light	ttf	方正/等线/Dengl.ttf	29460	27801	17	1642	20992	6592	36	44	8	108	0	0	0	0	21	17	0	0
方正宋体S-超大字符集(SIP)	ttf	方正/超大字符集/方正宋体S-超大字符集(SIP).ttf	42966	42711	0	255	0	0	42711	0	0	0	0	0	0	0	0	0	0	0
方正宋体S-超大字符集	ttf	方正/超大字符集/方正宋体S-超大字符集.ttf	29159	27527	122	1510	20924	6581	0	0	0	0	0	0	0	0	22	122	0	0
方正楷体S-超大字符集(SIP)	ttf	方正/超大字符集/方正楷体S-超大字符集(SIP).ttf	42966	42711	0	255	0	0	42711	0	0	0	0	0	0	0	0	0	0	0
方正楷体S-超大字符集	ttf	方正/超大字符集/方正楷体S-超大字符集.ttf	29143	27528	106	1509	20924	6582	0	0	0	0	0	0	0	0	22	106	0	0
FZKaiT-Extended(SIP)	ttf	方正/超大字符集/方正楷体T-超大字符集(SIP).ttf	44583	42711	1616	256	0	0	42711	0	0	0	0	0	0	0	0	1590	26	0
FZKaiT-Extended	ttf	方正/超大字符集/方正楷体T-超大字符集.ttf	28903	27513	0	1390	20910	6582	0	0	0	0	0	0	0	0	21	0	0	0
方正华隶_GBK	ttf	方正/隶书/方正华隶_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正古隶_GBK	ttf	方正/隶书/方正古隶_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正祥隶_GBK	ttf	方正/隶书/方正祥隶_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正铁筋隶书_GBK	ttf	方正/隶书/方正铁筋隶书_GBK.ttf	10647	9634	33	980	9631	0	0	0	0	0	0	0	0	0	3	33	0	0
方正隶书_GBK	ttf	方正/隶书/方正隶书_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
方正隶二_GBK	ttf	方正/隶书/方正隶二_GBK.ttf	10591	9578	33	980	9575	0	0	0	0	0	0	0	0	0	3	33	0	0
方正隶变_GBK	ttf	方正/隶书/方正隶变_GBK.ttf	22009	20923	106	980	20902	0	0	0	0	0	0	0	0	0	21	106	0	0
Chiron Hei HK Bold Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-B-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK EL Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-EL-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK H Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-H-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK L Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-L-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK M Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-M-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK N Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-N-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-R-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK SB Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-SB-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text Bold Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-Text-B-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text EL Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-Text-EL-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text H Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-Text-H-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text L Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-Text-L-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text M Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-Text-M-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text N Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-Text-N-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-Text-R-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text SB Italic	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF-It/ChironHeiHK-Text-SB-It.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Bold	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-B.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK EL	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-EL.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK H	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-H.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK L	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-L.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK M	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-M.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK N	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-N.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-R.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK SB	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-SB.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text Bold	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-Text-B.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text EL	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-Text-EL.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text H	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-Text-H.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text L	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-Text-L.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text M	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-Text-M.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text N	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-Text-N.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-Text-R.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
Chiron Hei HK Text SB	ttf	昭源字體/昭源黑體 (Chiron Hei HK) v2.524/TTF/ChironHeiHK-Text-SB.ttf	47541	31915	0	15626	20979	6582	3543	85	45	207	62	25	19	1	367	0	0	0
汉仪中宋简	ttf	汉仪/汉仪中宋/汉仪中宋简 HanYiZhongSongJian-1.ttf	7755	6763	52	940	6763	0	0	0	0	0	0	0	0	0	0	52	0	0
汉仪中宋繁	ttf	汉仪/汉仪中宋/汉仪中宋繁 HanYiZhongSongFan-1.ttf	8345	6829	576	940	6829	0	0	0	0	0	0	0	0	0	0	576	0	0
汉仪中黑 简	ttf	汉仪/汉仪中黑/汉仪中黑.ttf	8882	7257	516	1109	7257	0	0	0	0	0	0	0	0	0	0	516	0	0
汉仪中黑简	ttf	汉仪/汉仪中黑/汉仪中黑简.ttf	8773	7257	576	940	7257	0	0	0	0	0	0	0	0	0	0	576	0	0
汉仪中黑繁	ttf	汉仪/汉仪中黑/汉仪中黑繁.ttf	8345	6829	576	940	6829	0	0	0	0	0	0	0	0	0	0	576	0	0
汉仪仿宋S Regular	ttf	汉仪/汉仪仿宋/汉仪仿宋S HYFangSongS-2.ttf	28681	27505	168	1008	20902	6582	0	0	0	0	0	0	0	0	21	168	0	0
汉仪仿宋简	ttf	汉仪/汉仪仿宋/汉仪仿宋简 HanYiFangSongJian-1.ttf	8773	7257	576	940	7257	0	0	0	0	0	0	0	0	0	0	576	0	0
汉仪仿宋繁	ttf	汉仪/汉仪仿宋/汉仪仿宋繁 HanYiFangSongFan-1.ttf	8345	6829	576	940	6829	0	0	0	0	0	0	0	0	0	0	576	0	0
汉仪全唐诗简 Regular	ttf	汉仪/汉仪全唐诗/汉仪全唐诗简.ttf	7911	6763	154	994	6763	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪全唐诗繁 Regular	ttf	汉仪/汉仪全唐诗/汉仪全唐诗繁.ttf	7911	6763	154	994	6763	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪意宋W Regular	ttf	汉仪/汉仪意宋W.ttf	10413	9169	154	1090	9169	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪文黑-35W Thin	ttf	汉仪/汉仪文黑/HYWenHei-35W-6.ttf	10315	9169	154	992	9169	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪文黑-45W ExtraLight	ttf	汉仪/汉仪文黑/HYWenHei-45W-5.ttf	10315	9169	154	992	9169	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪文黑-55W Book	ttf	汉仪/汉仪文黑/HYWenHei-55W-4.ttf	10315	9169	154	992	9169	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪文黑-65W Medium	ttf	汉仪/汉仪文黑/HYWenHei-65W-3.ttf	10315	9169	154	992	9169	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪文黑-75W Bold	ttf	汉仪/汉仪文黑/HYWenHei-75W-2.ttf	10315	9169	154	992	9169	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪文黑-85W Heavy	ttf	汉仪/汉仪文黑/HYWenHei-85W-1.ttf	10315	9169	154	992	9169	0	0	0	0	0	0	0	0	0	0	154	0	0
汉仪旗黑 90简	ttf	汉仪/汉仪旗黑90/汉仪旗黑 90 简 HanYiQiHei-90Jian-Regular-2.ttf	7986	6763	10	1213	6763	0	0	0	0	0	0	0	0	0	0	10	0	0
汉仪旗黑 90繁	ttf	汉仪/汉仪旗黑90/汉仪旗黑 90 繁 HanYiQiHei-90Fan-Regular-2.ttf	7986	6763	10	1213	6763	0	0	0	0	0	0	0	0	0	0	10	0	0
汉仪昌黎宋刻本原版W	ttf	汉仪/汉仪昌黎宋刻本/汉仪昌黎宋刻本原版W.ttf	10188	9560	0	628	9169	0	0	0	0	0	0	0	0	0	391	0	0	0
汉仪昌黎宋刻本原版简	ttf	汉仪/汉仪昌黎宋刻本/汉仪昌黎宋刻本原版简.ttf	7627	6999	0	628	6763	0	0	0	0	0	0	0	0	0	236	0	0	0
汉仪昌黎宋刻本原版繁	ttf	汉仪/汉仪昌黎宋刻本/汉仪昌黎宋刻本原版繁.ttf	7627	6999	0	628	6763	0	0	0	0	0	0	0	0	0	236	0	0	0
汉仪昌黎宋刻本精修版W	ttf	汉仪/汉仪昌黎宋刻本/汉仪昌黎宋刻本精修版W.ttf	10204	9576	0	628	9185	0	0	0	0	0	0	0	0	0	391	0	0	0
汉仪昌黎宋刻本精修版简	ttf	汉仪/汉仪昌黎宋刻本/汉仪昌黎宋刻本精修版简.ttf	7627	6999	0	628	6763	0	0	0	0	0	0	0	0	0	236	0	0	0
汉仪昌黎宋刻本精修版繁	ttf	汉仪/汉仪昌黎宋刻本/汉仪昌黎宋刻本精修版繁.ttf	7627	6999	0	628	6763	0	0	0	0	0	0	0	0	0	236	0	0	0
汉仪碑刻黑W	ttf	汉仪/汉仪碑刻黑W.ttf	9935	9169	10	756	9169	0	0	0	0	0	0	0	0	0	0	10	0	0
TH-Times	ttc	沈天珩/天珩全字库 TH-Tshyn-4.1.0/TH-Times.ttc	11649	0	128	11521	0	0	0	0	0	0	0	0	0	0	0	0	0	128
TH-Tshyn-P0	ttf	沈天珩/天珩全字库 TH-Tshyn-4.1.0/TH-Tshyn-P0.ttf	58267	28056	2288	27923	20992	6592	0	0	0	0	0	0	0	0	472	2288	0	0
TH-Tshyn-P1	ttf	沈天珩/天珩全字库 TH-Tshyn-4.1.0/TH-Tshyn-P1.ttf	32580	9131	0	23449	0	0	0	0	0	0	0	4939	4192	0	0	0	0	0
TH-Tshyn-P16	ttf	沈天珩/天珩全字库 TH-Tshyn-4.1.0/TH-Tshyn-P16.ttf	46726	0	46626	100	0	0	0	0	0	0	0	0	0	0	0	0	0	46626
TH-Tshyn-P2	ttf	沈天珩/天珩全字库 TH-Tshyn-4.1.0/TH-Tshyn-P2.ttf	61597	60953	0	644	0	0	42720	4154	222	5762	7473	0	0	622	0	0	0	0
TH-Sy-P0	ttf	沈天珩/天珩字库-书宋 TH-Sy-4.1.0/TH-Sy-P0.ttf	53415	37187	82	16146	20992	6592	0	0	0	0	0	4939	4192	0	472	82	0	0
TH-Sy-P16	ttf	沈天珩/天珩字库-书宋 TH-Sy-4.1.0/TH-Sy-P16.ttf	21604	0	21504	100	0	0	0	0	0	0	0	0	0	0	0	0	0	21504
TH-Sy-P2	ttf	沈天珩/天珩字库-书宋 TH-Sy-4.1.0/TH-Sy-P2.ttf	61595	60953	0	642	0	0	42720	4154	222	5762	7473	0	0	622	0	0	0	0
TH-Sung-TP0	ttf	沈天珩/天珩字库-正宋 TH-Sung-T4.1.0/TH-Sung-TP0.ttf	54089	37187	776	16126	20992	6592	0	0	0	0	0	4939	4192	0	472	722	0	54
TH-Sung-TP2	ttf	沈天珩/天珩字库-正宋 TH-Sung-T4.1.0/TH-Sung-TP2.ttf	61595	60953	0	642	0	0	42720	4154	222	5762	7473	0	0	622	0	0	0	0
TH-Khaai-TP0	ttf	沈天珩/天珩字库-正楷 TH-Khaai-T4.0.0/TH-Khaai-TP0.ttf	52685	37187	148	15350	20992	6592	0	0	0	0	0	4939	4192	0	472	104	0	44
TH-Khaai-TP16	ttf	沈天珩/天珩字库-正楷 TH-Khaai-T4.0.0/TH-Khaai-TP16.ttf	10146	0	10046	100	0	0	0	0	0	0	0	0	0	0	0	0	0	10046
TH-Khaai-TP2	ttf	沈天珩/天珩字库-正楷 TH-Khaai-T4.0.0/TH-Khaai-TP2.ttf	60973	60331	0	642	0	0	42720	4154	222	5762	7473	0	0	0	0	0	0	0
猫啃网风雅宋	ttf	猫啃网/新愚公-猫啃网风雅宋 v1.30.ttf	42767	28494	0	14273	20969	6582	389	45	33	108	3	0	0	0	365	0	0	0
猫啃网糖圆	ttf	猫啃网/猫啃网&夜煞之乐-猫啃网糖圆体(测试版)0.12.ttf	7567	6765	0	802	6765	0	0	0	0	0	0	0	0	0	0	0	0	0
KingHwaOldSong-GB	ttf	王廷瑞/京華老宋体/京華老宋体-GB印通表字形.ttf	39599	38010	38	1551	20992	6592	7398	975	51	1300	245	216	57	0	184	37	1	0
KingHwaOldSong-GJ	ttf	王廷瑞/京華老宋体/京華老宋体-GJ古籍表字形.ttf	39599	38010	38	1551	20992	6592	7398	975	51	1300	245	216	57	0	184	37	1	0
KingHwaOldSong-I.Ming	ttf	王廷瑞/京華老宋体/京華老宋体-I.檢校表推薦形.ttf	39562	38010	1	1551	20992	6592	7398	975	51	1300	245	216	57	0	184	0	1	0
